=== LOG LAPORAN GAGAL AKSES CRAWLING ===
Format: [KATEGORI] | Media | Alasan Detail | URL
[UNKNOWN_ERROR] | Dulohupa.id | Error tidak terdefinisi: TunnelError("Could not open CONNECT tunnel with proxy 21.0.0.49:15004 [{'status': 403, 'reason': b'F... | https://dulohupa.id/feed/
[UNKNOWN_ERROR] | Durasi.co.id | Error tidak terdefinisi: TunnelError("Could not open CONNECT tunnel with proxy 21.0.0.49:15004 [{'status': 403, 'reason': b'F... | https://durasi.co.id/feed/
[UNKNOWN_ERROR] | Enewskalteng.com | Error tidak terdefinisi: TunnelError("Could not open CONNECT tunnel with proxy 21.0.0.49:15004 [{'status': 403, 'reason': b'F... | https://enewskalteng.com/feed/
[UNKNOWN_ERROR] | dutametro.com | Error tidak terdefinisi: TunnelError("Could not open CONNECT tunnel with proxy 21.0.0.49:15004 [{'status': 403, 'reason': b'F... | https://dutametro.com/feed/
[UNKNOWN_ERROR] | eksisnews.com | Error tidak terdefinisi: TunnelError("Could not open CONNECT tunnel with proxy 21.0.0.49:15004 [{'status': 403, 'reason': b'F... | https://eksisnews.com/feed/
[UNKNOWN_ERROR] | fajar.co.id | Error tidak terdefinisi: TunnelError("Could not open CONNECT tunnel with proxy 21.0.0.49:15004 [{'status': 403, 'reason': b'F... | https://fajar.co.id/feed/
[UNKNOWN_ERROR] | Ekbisbanten.com | Error tidak terdefinisi: TunnelError("Could not open CONNECT tunnel with proxy 21.0.0.49:15004 [{'status': 403, 'reason': b'F... | https://ekbisbanten.com/feed/
[UNKNOWN_ERROR] | editorialkaltim.com | Error tidak terdefinisi: TunnelError("Could not open CONNECT tunnel with proxy 21.0.0.49:15004 [{'status': 403, 'reason': b'F... | https://editorialkaltim.com/feed/
[UNKNOWN_ERROR] | Elnews.id | Error tidak terdefinisi: TunnelError("Could not open CONNECT tunnel with proxy 21.0.0.49:15004 [{'status': 403, 'reason': b'F... | https://elnews.id/feed/
[UNKNOWN_ERROR] | eranasional.com | Error tidak terdefinisi: TunnelError("Could not open CONNECT tunnel with proxy 21.0.0.49:15004 [{'status': 403, 'reason': b'F... | https://eranasional.com/sitemap.xml
[UNKNOWN_ERROR] | Enewsindo.co.id | Error tidak terdefinisi: TunnelError("Could not open CONNECT tunnel with proxy 21.0.0.49:15004 [{'status': 403, 'reason': b'F... | https://enewsindo.co.id/sitemap.xml
[UNKNOWN_ERROR] | Fajar Malut | Error tidak terdefinisi: TunnelError("Could not open CONNECT tunnel with proxy 21.0.0.49:15004 [{'status': 403, 'reason': b'F... | https://fajarmalut.com/feed/
